time_stamp	px_state	py_state	v_state	yaw_angle_state	yaw_rate_state	sensor_type	NIS	px_measured	py_measured	px_ground_truth	py_ground_truth	vx_ground_truth	vy_ground_truth
1477010453329744	7.87273	-6.33041	-2.66744	-2.65598	-0.405245	lidar	0.085979	7.85193	-6.35845	7.85	-6.35	1.81709	0.908545
1477010453384703	7.99188	-6.26084	-2.61071	-2.66115	-0.359469	radar	0.218976	8.03231	-6.28406	8	-6.25	2.72931	1.81954
1477010453439663	8.12816	-6.17861	-2.65469	-2.67081	-0.343012	lidar	0.0797004	8.13749	-6.14586	8.15	-6.15	2.72928	1.81952
1477010453489669	8.20152	-6.09403	-2.43257	-2.60666	-0.139393	radar	3.58792	8.21488	-6.01843	8.25	-6.05	1.99977	1.99976
1477010453539675	8.32045	-6.00352	-2.50547	-2.59504	-0.109849	lidar	0.236618	8.33626	-5.94674	8.35	-5.95	1.99977	1.99976
1477010453594661	8.47958	-5.95065	-2.70702	-2.67912	-0.308016	radar	3.4539	8.50318	-5.89335	8.5	-5.9	2.72796	0.909326
1477010453649647	8.62529	-5.87366	-2.75084	-2.69007	-0.297456	lidar	0.079885	8.65894	-5.86309	8.65	-5.85	2.72796	0.909321
1477010453704660	8.70843	-5.78034	-2.45981	-2.61129	-0.0617785	radar	4.71039	8.77185	-5.74314	8.75	-5.75	1.81776	1.81775
1477010453759674	8.83762	-5.68646	-2.52365	-2.59733	-0.0351692	lidar	0.156387	8.85444	-5.64273	8.85	-5.65	1.81774	1.81773
1477010453809760	8.92795	-5.60287	-2.42289	-2.54929	0.0867723	radar	1.28978	9.02394	-5.6024	8.95	-5.55	1.99657	1.99656
1477010453859847	9.03986	-5.50663	-2.49058	-2.52548	0.11535	lidar	0.200633	9.05088	-5.45385	9.05	-5.45	1.99654	1.99655
1477010453914847	9.18967	-5.45186	-2.7011	-2.61774	-0.131919	radar	5.41959	9.04088	-5.29691	9.2	-5.4	2.72728	0.909094
1477010453969847	9.32765	-5.35835	-2.75192	-2.61248	-0.113643	lidar	0.0892805	9.34223	-5.32623	9.35	-5.35	2.72727	0.90909
1477010454024848	9.40456	-5.2561	-2.48461	-2.525	0.111669	radar	4.07729	9.39579	-5.21659	9.45	-5.25	1.81816	1.81815
1477010454079850	9.52696	-5.15775	-2.53789	-2.50743	0.129044	lidar	0.0953229	9.55303	-5.13194	9.55	-5.15	1.81813	1.81813
1477010454134784	9.62265	-5.0652	-2.44474	-2.45977	0.23255	radar	1.14983	9.75019	-5.14652	9.65	-5.05	1.82036	1.82036
1477010454189718	9.73651	-4.95999	-2.49896	-2.43525	0.249813	lidar	0.09413	9.7586	-4.93134	9.75	-4.95	1.82036	1.82037
1477010454244791	9.82887	-4.85722	-2.44618	-2.38482	0.338339	radar	0.624832	9.9198	-4.86941	9.85	-4.85	1.81578	1.81577
1477010454299865	9.93312	-4.75394	-2.47868	-2.36192	0.344812	lidar	0.0418796	9.95641	-4.74358	9.95	-4.75	1.81575	1.81575
1477010454354798	10.0139	-4.63703	-2.44454	-2.29897	0.442549	radar	0.610959	10.0029	-4.54771	10.05	-4.6	1.82039	2.7306
1477010454409731	10.1163	-4.50225	-2.5359	-2.25738	0.466479	lidar	0.240854	10.1428	-4.45119	10.15	-4.45	1.8204	2.7306
1477010454464746	10.2053	-4.38279	-2.56478	-2.2274	0.469599	radar	0.144121	10.1981	-4.26556	10.25	-4.3	1.81769	2.72652
1477010454519762	10.3124	-4.22591	-2.69485	-2.18428	0.492798	lidar	0.470173	10.3644	-4.16342	10.35	-4.15	1.81768	2.7265
1477010454574770	10.4475	-4.13469	-2.78787	-2.26864	0.234223	radar	3.73845	10.5985	-4.12247	10.45	-4.05	1.81792	1.81792
1477010454629779	10.5491	-3.99088	-2.85048	-2.24325	0.250125	lidar	0.144836	10.5415	-3.9454	10.55	-3.95	1.8179	1.8179
1477010454684753	10.6535	-3.86686	-2.87649	-2.23883	0.228196	radar	0.0677939	10.7092	-3.85166	10.65	-3.85	1.81903	1.81904
1477010454739728	10.7516	-3.74423	-2.87463	-2.22835	0.225678	lidar	0.00732027	10.7616	-3.75002	10.75	-3.75	1.81902	1.81903
1477010454794687	10.7918	-3.60331	-2.70738	-2.118	0.468868	radar	3.82364	10.795	-3.60617	10.8	-3.6	0.909773	2.72931
1477010454849647	10.8648	-3.47099	-2.71457	-2.08901	0.472993	lidar	0.0132069	10.8527	-3.46164	10.85	-3.45	0.909764	2.72928
1477010454899659	10.9759	-3.37609	-2.79102	-2.16711	0.215562	radar	4.14785	10.9584	-3.30584	10.95	-3.3	1.99953	2.99928
1477010454949672	11.0574	-3.22259	-2.88334	-2.13984	0.237912	lidar	0.312359	11.0447	-3.1561	11.05	-3.15	1.9995	2.99925
1477010455004755	11.0951	-3.06925	-2.76564	-2.03447	0.468725	radar	3.2901	11.1178	-2.98807	11.1	-3	0.907725	2.72317
1477010455059839	11.1607	-2.908	-2.82304	-1.99707	0.484756	lidar	0.139752	11.1427	-2.86566	11.15	-2.85	0.907708	2.72314
1477010455114849	11.2125	-2.75521	-2.82955	-1.94982	0.531088	radar	0.202437	11.1491	-2.68183	11.2	-2.7	0.908929	2.72678
1477010455169859	11.2672	-2.58891	-2.88117	-1.91176	0.542714	lidar	0.100234	11.2525	-2.55311	11.25	-2.55	0.908929	2.72678
1477010455224848	11.2004	-2.37572	-2.83455	-1.63572	1.15535	radar	19.8296	11.1188	-2.36202	11.2	-2.4	-0.909276	2.72782
1477010455279837	11.196	-2.23546	-2.7889	-1.57143	1.15656	lidar	0.106725	11.1594	-2.25598	11.15	-2.25	-0.909276	2.72782
1477010455334808	11.2987	-2.23001	-2.18345	-1.77793	0.480653	radar	26.2112	11.2029	-2.09837	11.25	-2.1	1.81915	2.72871
1477010455389780	11.3327	-2.05498	-2.33904	-1.75003	0.473547	lidar	0.694663	11.3525	-1.95787	11.35	-1.95	1.81913	2.72869
1477010455444718	11.3384	-1.91778	-2.35262	-1.69153	0.550805	radar	0.554875	11.3011	-1.79507	11.35	-1.8	0	2.73035
1477010455499657	11.3527	-1.74554	-2.46969	-1.65605	0.554465	lidar	0.415503	11.3326	-1.67041	11.35	-1.65	0	2.73033
1477010455549699	11.2897	-1.59891	-2.53152	-1.48707	0.890449	radar	7.19138	11.0622	-1.44342	11.3	-1.5	-0.999165	2.99748
1477010455599742	11.2764	-1.43094	-2.64699	-1.43963	0.891931	lidar	0.385045	11.2595	-1.35818	11.25	-1.35	-0.999155	2.99745
1477010455654698	11.2291	-1.27059	-2.74029	-1.34296	1.00606	radar	0.827527	11.1658	-1.23674	11.2	-1.25	-0.909822	1.81964
1477010455709654	11.1842	-1.1383	-2.70485	-1.28124	1.01567	lidar	0.0839496	11.1524	-1.15803	11.15	-1.15	-0.909822	1.81964
1477010455759700	11.0607	-0.963513	-3.05571	-1.09337	1.34768	radar	8.45306	10.8534	-0.929069	11.05	-0.95	-1.99817	3.99632
1477010455809746	10.9833	-0.793738	-3.15273	-1.03214	1.33257	lidar	0.32476	10.9584	-0.728742	10.95	-0.75	-1.99816	3.99632
1477010455864779	10.9482	-0.682116	-2.79119	-1.04442	1.10783	radar	4.88179	10.8608	-0.663121	10.9	-0.649999	-0.908549	1.8171
1477010455919813	10.8675	-0.552293	-2.79023	-0.982857	1.10866	lidar	0.000436581	10.8648	-0.553034	10.85	-0.549999	-0.908532	1.81708
1477010455974837	10.7701	-0.424019	-2.86136	-0.906219	1.1526	radar	0.303557	10.8451	-0.437482	10.75	-0.45	-1.8174	1.81738
1477010456029861	10.6671	-0.320023	-2.8251	-0.831924	1.17014	lidar	0.0633046	10.6542	-0.347474	10.65	-0.35	-1.8174	1.81738
1477010456084847	10.4953	-0.190937	-3.24902	-0.691864	1.37076	radar	5.94876	10.5062	-0.245062	10.5	-0.25	-2.72796	1.81864
1477010456139833	10.3524	-0.108601	-3.19704	-0.598093	1.4006	lidar	0.134174	10.3438	-0.150982	10.35	-0.15	-2.72796	1.81864
1477010456194789	10.2744	-0.0439321	-2.72824	-0.565642	1.27626	radar	5.18222	10.4884	-0.0812124	10.25	-0.0999996	-1.81964	0.909826
1477010456249746	10.1472	0.00159381	-2.67442	-0.472909	1.31327	lidar	0.180533	10.1537	-0.0482457	10.15	-0.0499992	-1.81963	0.909818
1477010456304681	10.0002	0.0628821	-2.76418	-0.389855	1.33762	radar	0.300404	9.92588	0.00395802	10	9.49949e-07	-2.73049	0.910169
1477010456359617	9.85842	0.0857939	-2.72523	-0.290507	1.37868	lidar	0.181488	9.85676	0.0351738	9.85	0.0500011	-2.73047	0.910161
1477010456414675	9.70624	0.118379	-2.76285	-0.206483	1.39279	radar	0.133591	9.63973	0.0585714	9.7	0.0500011	-2.72439	0
1477010456469734	9.55548	0.104966	-2.73134	-0.0919094	1.45177	lidar	0.324239	9.54669	0.0374948	9.55	0.0500011	-2.72438	0
1477010456524725	9.39906	0.115249	-2.77112	-0.0129338	1.44993	radar	0.0931136	9.32242	0.112393	9.4	0.100001	-2.72773	0.90923
1477010456579717	9.24763	0.126774	-2.77786	0.0512423	1.42579	lidar	0.0507271	9.24446	0.153574	9.25	0.15	-2.7277	0.909222
1477010456634732	9.09714	0.123446	-2.76505	0.119629	1.41031	radar	0.11209	9.0614	0.20077	9.1	0.2	-2.72652	0.908843
1477010456689747	8.94906	0.158614	-2.75993	0.13499	1.31597	lidar	0.726031	8.94752	0.260272	8.95	0.25	-2.72653	0.908843
1477010456744738	8.85507	0.127914	-2.33703	0.230211	1.36426	radar	3.98309	8.90199	0.247143	8.85	0.25	-1.81847	0
1477010456799730	8.73836	0.155482	-2.30258	0.239124	1.2671	lidar	0.843958	8.76016	0.263752	8.75	0.25	-1.81846	0
1477010456854787	8.52527	0.166717	-2.99952	0.212567	1.09029	radar	11.6504	8.46355	0.258809	8.55	0.25	-3.6326	0
1477010456909844	8.36523	0.173384	-2.97482	0.22219	1.01576	lidar	0.448918	8.35367	0.252596	8.35	0.25	-3.6326	0
1477010456964821	8.21201	0.147664	-2.88918	0.267138	1.00382	radar	0.637712	8.05161	0.241868	8.2	0.25	-2.72841	0
1477010457019798	8.0611	0.157467	-2.85	0.263151	0.91655	lidar	0.59084	8.05411	0.247878	8.05	0.25	-2.72842	0
1477010457074802	7.91434	0.127306	-2.78518	0.302048	0.90329	radar	0.410216	7.78653	0.205765	7.9	0.2	-2.72708	-0.909025
1477010457129807	7.76626	0.102915	-2.77268	0.325102	0.863926	lidar	0.148551	7.74339	0.144028	7.75	0.15	-2.72705	-0.909016
1477010457184718	7.62102	0.0628992	-2.83445	0.354228	0.830001	radar	0.454321	7.77346	0.0969346	7.6	0.100001	-2.73169	-0.910554
1477010457239629	7.47372	0.020005	-2.82755	0.384154	0.806883	lidar	0.0651377	7.45362	0.0452052	7.45	0.0500011	-2.73169	-0.910554
1477010457289664	7.30387	-0.00797366	-3.06235	0.367768	0.69592	radar	2.03694	7.15329	0.0425189	7.3	0.0500011	-2.99789	0
1477010457339699	7.1644	-0.0319038	-3.02315	0.369383	0.646623	lidar	0.255002	7.16618	0.0287673	7.15	0.0500011	-2.9979	0
1477010457394701	7.07786	-0.104221	-2.57108	0.463542	0.782704	radar	5.54534	7.17215	-0.0469302	7.05	-0.0499995	-1.81811	-1.81813
1477010457449704	6.95433	-0.162386	-2.5611	0.498844	0.771154	lidar	0.0146829	6.95426	-0.147757	6.95	-0.15	-1.8181	-1.81811
1477010457504756	6.852	-0.244378	-2.43358	0.57297	0.838578	radar	0.608733	6.83008	-0.250179	6.85	-0.25	-1.81646	-1.81646
1477010457559809	6.74592	-0.328136	-2.44011	0.628433	0.852228	lidar	0.0368109	6.76395	-0.345347	6.75	-0.35	-1.81645	-1.81645
1477010457614784	6.66001	-0.426761	-2.35572	0.714091	0.929393	radar	0.517344	6.74798	-0.457727	6.65	-0.45	-1.81901	-1.819
1477010457669760	6.56139	-0.531282	-2.39222	0.779576	0.950141	lidar	0.0934215	6.54569	-0.565853	6.55	-0.549999	-1.81899	-1.81898
1477010457724718	6.52591	-0.691973	-2.19749	0.983848	1.2592	radar	5.25031	6.565	-0.754748	6.5	-0.749999	-0.909789	-3.63914
1477010457779677	6.45865	-0.840936	-2.3043	1.08963	1.30932	lidar	0.65518	6.4494	-0.940848	6.45	-0.949999	-0.909781	-3.63911
1477010457829667	6.40784	-0.975016	-2.3795	1.17684	1.33644	radar	0.582936	6.44213	-1.11266	6.4	-1.1	-1.0002	-3.00061
1477010457879657	6.35896	-1.13672	-2.519	1.27098	1.36698	lidar	0.986639	6.34405	-1.26138	6.35	-1.25	-1.0002	-3.00061
1477010457929639	6.31172	-1.25107	-2.51967	1.29443	1.25913	radar	0.940617	6.39474	-1.36501	6.3	-1.35	-1.00035	-2.00072
1477010457979621	6.27496	-1.38891	-2.57138	1.35895	1.25751	lidar	0.127902	6.25356	-1.42931	6.25	-1.45	-1.00036	-2.00072
1477010458029740	6.27872	-1.56858	-2.72963	1.51206	1.45682	radar	2.45417	6.24787	-1.61119	6.25	-1.6	0	-2.99288
1477010458079860	6.26684	-1.71941	-2.77863	1.5811	1.44787	lidar	0.129015	6.23547	-1.75335	6.25	-1.75	0	-2.99285
1477010458134821	6.30234	-1.90905	-2.95802	1.72147	1.58895	radar	1.51168	6.41111	-1.93027	6.3	-1.9	0.909739	-2.72921
1477010458189782	6.3367	-2.0635	-2.94373	1.81184	1.59448	lidar	0.0145589	6.34873	-2.05372	6.35	-2.05	0.909735	-2.72921
1477010458244771	6.34812	-2.15896	-2.53455	1.83111	1.40497	radar	5.00028	6.53066	-2.26346	6.35	-2.2	0	-2.72782
1477010458299761	6.38228	-2.30565	-2.57083	1.89972	1.38836	lidar	0.0809075	6.36917	-2.33894	6.35	-2.35	0	-2.72779
1477010458354753	6.39471	-2.42583	-2.36306	1.92462	1.26278	radar	2.34893	6.27034	-2.51837	6.35	-2.55	0	-3.63689
1477010458409745	6.41352	-2.60314	-2.49509	1.94613	1.17929	lidar	1.40774	6.34287	-2.73391	6.35	-2.75	0	-3.63689
1477010458464759	6.46972	-2.77134	-2.68898	2.00517	1.18535	radar	1.06653	6.45883	-2.92313	6.4	-2.9	0.908854	-2.72658
1477010458519773	6.5062	-2.95417	-2.79333	2.02018	1.10217	lidar	1.05853	6.43866	-3.06257	6.45	-3.05	0.908859	-2.72658
1477010458574787	6.5534	-3.10123	-2.73165	2.04697	1.03307	radar	0.606838	6.49154	-3.20004	6.5	-3.2	0.908863	-2.72658
1477010458629802	6.59849	-3.27081	-2.8002	2.0604	0.964188	lidar	0.596041	6.53579	-3.34211	6.55	-3.35	0.908855	-2.72655
1477010458684825	6.65526	-3.4106	-2.70569	2.08502	0.90222	radar	0.689184	6.70146	-3.53446	6.6	-3.5	0.908714	-2.72613
1477010458739849	6.70452	-3.57484	-2.76465	2.09149	0.835181	lidar	0.507593	6.64657	-3.63945	6.65	-3.65	0.908702	-2.72611
1477010458794820	6.76578	-3.71984	-2.74931	2.11158	0.789739	radar	0.334691	6.70956	-3.81739	6.7	-3.8	0.909565	-2.72871
1477010458849792	6.81422	-3.8905	-2.81175	2.10327	0.71041	lidar	0.658623	6.74885	-3.96368	6.75	-3.95	0.909561	-2.72869
1477010458904824	6.8638	-4.02451	-2.68001	2.10685	0.6408	radar	0.864977	6.73758	-4.06653	6.8	-4.1	0.908566	-2.72568
1477010458959856	6.91245	-4.18868	-2.7339	2.09517	0.569415	lidar	0.50739	6.85796	-4.25464	6.85	-4.25	0.908561	-2.72569
1477010459014855	7.0201	-4.35404	-3.05431	2.1461	0.627535	radar	2.49252	7.10395	-4.49091	6.95	-4.4	1.81821	-2.72732
1477010459069854	7.09109	-4.51882	-3.08609	2.14723	0.577039	lidar	0.239306	7.04679	-4.55716	7.05	-4.55	1.81822	-2.72732
1477010459124748	7.15216	-4.65125	-2.90008	2.14825	0.513599	radar	1.08843	7.02393	-4.64459	7.1	-4.7	0.91085	-2.73253
1477010459179643	7.20695	-4.81581	-2.93334	2.13059	0.444716	lidar	0.465566	7.13435	-4.85502	7.15	-4.85	0.910837	-2.73251
1477010459229626	7.25565	-4.92796	-2.70558	2.12363	0.378624	radar	1.44321	7.24619	-4.97656	7.2	-4.95	1.00033	-2.00068
1477010459279610	7.30877	-5.04997	-2.70635	2.12401	0.351592	lidar	0.180754	7.25317	-5.04605	7.25	-5.05	1.00033	-2.00066
1477010459329670	7.41402	-5.19689	-3.14271	2.17111	0.43446	radar	5.68922	7.22054	-5.09604	7.35	-5.2	1.9976	-2.9964
1477010459379730	7.4848	-5.33844	-3.15158	2.17036	0.400709	lidar	0.155333	7.43604	-5.34825	7.45	-5.35	1.9976	-2.9964
1477010459434781	7.52191	-5.44034	-2.62483	2.14625	0.290446	radar	6.82506	7.40989	-5.38617	7.5	-5.45	0.908252	-1.8165
1477010459489833	7.58881	-5.56681	-2.6265	2.14932	0.271245	lidar	0.0625472	7.55662	-5.56714	7.55	-5.55	0.908244	-1.81648
1477010459544843	7.67748	-5.70226	-2.86851	2.17357	0.304147	radar	2.82502	7.39379	-5.52612	7.65	-5.7	1.81785	-2.72677
1477010459599853	7.76495	-5.83454	-2.87358	2.18639	0.298177	lidar	0.00421103	7.76459	-5.8425	7.75	-5.85	1.81785	-2.72677
1477010459654854	7.80933	-5.92956	-2.40906	2.16858	0.217004	radar	5.03563	7.84699	-6.00602	7.8	-5.95	0.909078	-1.81815
1477010459709855	7.87655	-6.04257	-2.41062	2.17211	0.204648	lidar	0.0193779	7.85921	-6.04502	7.85	-6.05	0.909073	-1.81815
1477010459764809	7.97841	-6.18065	-2.75744	2.19813	0.24586	radar	2.80326	7.89511	-6.1416	7.95	-6.2	1.8197	-2.72955
1477010459819764	8.05815	-6.32076	-2.78051	2.19163	0.215913	lidar	0.104071	8.05619	-6.36041	8.05	-6.35	1.81969	-2.72953
1477010459874748	8.16822	-6.46394	-2.98487	2.2147	0.243683	radar	0.953934	8.2234	-6.53735	8.15	-6.5	1.8187	-2.72807
1477010459929733	8.25695	-6.612	-3.0063	2.20812	0.213814	lidar	0.0904613	8.25446	-6.64851	8.25	-6.65	1.81869	-2.72804
1477010459984740	8.30439	-6.71125	-2.53074	2.18444	0.134007	radar	5.14318	8.32206	-6.77114	8.3	-6.75	0.908979	-1.81795
1477010460039747	8.36404	-6.83639	-2.53243	2.16798	0.0994672	lidar	0.14051	8.31728	-6.8399	8.35	-6.85	0.908979	-1.81795
1477010460094746	8.43487	-6.95537	-2.56872	2.16654	0.0922406	radar	0.366862	8.2713	-6.91098	8.4	-7	0.909094	-2.72732
1477010460149745	8.48507	-7.10428	-2.59673	2.12661	0.0269793	lidar	0.318355	8.44183	-7.15372	8.45	-7.15	0.909102	-2.72732
1477010460204765	8.59139	-7.25043	-2.92501	2.15331	0.0865091	radar	2.48605	8.54154	-7.25975	8.55	-7.3	1.81751	-2.72628
1477010460259785	8.66354	-7.41249	-2.96016	2.12644	0.0403068	lidar	0.22431	8.65899	-7.4699	8.65	-7.45	1.81752	-2.72628
1477010460314814	8.70766	-7.53073	-2.57635	2.08687	-0.0509871	radar	4.11292	8.83598	-7.68162	8.7	-7.55	0.908615	-1.81723
1477010460369844	8.77521	-7.6504	-2.57079	2.08513	-0.04936	lidar	0.00798167	8.76769	-7.64094	8.75	-7.65	0.908607	-1.81721
1477010460424744	8.87565	-7.79733	-2.92053	2.11199	0.0191803	radar	3.12167	8.77916	-7.72457	8.85	-7.8	1.8215	-2.73224
1477010460479645	8.95472	-7.93919	-2.92844	2.10779	0.0115129	lidar	0.00981929	8.95669	-7.95155	8.95	-7.95	1.82148	-2.73221
1477010460529694	9.03568	-8.07723	-2.99476	2.10841	0.0147865	radar	0.364545	9.1081	-8.22433	9	-8.1	0.999025	-2.99707
1477010460579744	9.09084	-8.22293	-3.01051	2.08168	-0.0251194	lidar	0.122142	9.05476	-8.24211	9.05	-8.25	0.999015	-2.99704
1477010460634793	9.11128	-8.33331	-2.49001	2.02283	-0.152665	radar	6.99423	9.13825	-8.4037	9.1	-8.35	0.908285	-1.81657
1477010460689843	9.16184	-8.45759	-2.48763	2.00727	-0.162854	lidar	0.0300864	9.14025	-8.44981	9.15	-8.45	0.908268	-1.81655
1477010460744781	9.23385	-8.59338	-2.64549	2.01393	-0.126963	radar	0.614551	9.22081	-8.59155	9.2	-8.6	0.91012	-2.73036
1477010460799720	9.27759	-8.73997	-2.66376	1.98343	-0.160755	lidar	0.0873917	9.25031	-8.76071	9.25	-8.75	0.910112	-2.73033
1477010460854694	9.34032	-8.88156	-2.742	1.98013	-0.145549	radar	0.156464	9.30208	-8.90831	9.3	-8.9	0.909524	-2.72856
1477010460909668	9.37952	-9.03342	-2.75795	1.94787	-0.180305	lidar	0.0995257	9.34431	-9.04587	9.35	-9.05	0.909524	-2.72856
1477010460959714	9.44451	-9.17411	-2.91514	1.95769	-0.136292	radar	0.66991	9.39993	-9.18842	9.4	-9.2	0.999066	-2.99725
1477010461009760	9.47505	-9.33311	-2.951	1.91808	-0.183612	lidar	0.179562	9.4452	-9.37195	9.45	-9.35	0.999075	-2.99724
1477010461064723	9.52332	-9.48252	-2.92557	1.9027	-0.194038	radar	0.0353992	9.48751	-9.46421	9.5	-9.5	0.909706	-2.7291
1477010461119686	9.56492	-9.64067	-2.93584	1.88121	-0.209601	lidar	0.0185328	9.55098	-9.64789	9.55	-9.65	0.909706	-2.7291
1477010461169662	9.61312	-9.78279	-2.99055	1.87863	-0.190743	radar	0.123188	9.57122	-9.75525	9.6	-9.8	1.00048	-3.00143
1477010461219639	9.64466	-9.93331	-3.00446	1.85491	-0.211138	lidar	0.0358357	9.62408	-9.94149	9.65	-9.95	1.00046	-3.00141
1477010461269700	9.6642	-10.0605	-2.84455	1.82018	-0.266383	radar	0.856498	9.61433	-9.96417	9.7	-10.05	0.998785	-1.99755
1477010461319762	9.71748	-10.1785	-2.81075	1.83243	-0.229371	lidar	0.120471	9.7457	-10.1502	9.75	-10.15	0.998775	-1.99754
1477010461374737	9.72577	-10.3019	-2.51518	1.77935	-0.325915	radar	2.62571	9.77731	-10.3295	9.75	-10.3	0	-2.72851
1477010461429713	9.75439	-10.4386	-2.52015	1.76263	-0.324325	lidar	0.0137845	9.76557	-10.4501	9.75	-10.45	0	-2.72849
1477010461484718	9.80783	-10.6006	-2.76329	1.78234	-0.239405	radar	1.8477	9.89592	-10.7137	9.8	-10.6	0.909012	-2.72704
1477010461539723	9.84085	-10.7482	-2.7637	1.77221	-0.235104	lidar	0.00705787	9.85066	-10.7537	9.85	-10.75	0.909012	-2.72703
1477010461589670	9.84939	-10.8724	-2.6246	1.73414	-0.293744	radar	0.652646	9.84397	-10.9287	9.85	-10.9	0	-3.00318
1477010461639618	9.85922	-11.0159	-2.65491	1.70538	-0.314332	lidar	0.0800628	9.85693	-11.0512	9.85	-11.05	0	-3.00316
1477010461689616	9.87714	-11.1481	-2.71251	1.69869	-0.289966	radar	0.448459	9.74773	-11.0482	9.85	-11.2	0	-3.00013
1477010461739614	9.8692	-11.3072	-2.76645	1.65424	-0.333291	lidar	0.217734	9.84407	-11.3565	9.85	-11.35	0	-3.00012
1477010461789682	9.88737	-11.4535	-2.86294	1.65512	-0.289996	radar	0.399181	9.79495	-11.4686	9.85	-11.5	0	-2.99592
1477010461839750	9.87364	-11.6156	-2.9097	1.61279	-0.329862	lidar	0.159013	9.83943	-11.6467	9.85	-11.65	0	-2.99592
1477010461894772	9.7953	-11.7293	-2.40269	1.45825	-0.632415	radar	10.6054	9.76634	-11.6976	9.8	-11.75	-0.908731	-1.81746
1477010461949794	9.76883	-11.8605	-2.40854	1.41552	-0.643408	lidar	0.0308777	9.74774	-11.8511	9.75	-11.85	-0.908731	-1.81746
1477010462004764	9.74662	-11.9961	-2.42064	1.37982	-0.644474	radar	0.194966	9.7856	-12.1262	9.7	-12	-0.909591	-2.72875
1477010462059735	9.69262	-12.1388	-2.46532	1.31875	-0.679431	lidar	0.161671	9.64482	-12.1455	9.65	-12.15	-0.909582	-2.72873
1477010462114747	9.66167	-12.2747	-2.51881	1.29856	-0.638272	radar	0.209811	9.57233	-12.2948	9.6	-12.3	-0.908879	-2.72667
1477010462169760	9.593	-12.4277	-2.58912	1.23659	-0.674175	lidar	0.198424	9.55167	-12.4583	9.55	-12.45	-0.908879	-2.72665
1477010462224703	9.48313	-12.531	-2.38961	1.08087	-0.928453	radar	4.11193	9.37132	-12.4833	9.45	-12.55	-1.82006	-1.82006
1477010462279647	9.39797	-12.652	-2.42894	1.01278	-0.950764	lidar	0.101208	9.359	-12.6499	9.35	-12.65	-1.82005	-1.82005
1477010462329639	9.25133	-12.7302	-2.34054	0.807574	-1.29033	radar	6.12621	9.16109	-12.6848	9.2	-12.75	-3.00047	-2.00033
1477010462379631	9.12112	-12.8307	-2.45041	0.709004	-1.33171	lidar	0.580576	9.028	-12.8337	9.05	-12.85	-3.00048	-2.00033
1477010462434714	8.98234	-12.9069	-2.49394	0.581316	-1.44368	radar	0.81392	8.85918	-12.7953	8.95	-12.9	-1.81543	-0.907707
1477010462489798	8.85868	-12.9771	-2.5057	0.497713	-1.44814	lidar	0.0192324	8.84257	-12.9684	8.85	-12.95	-1.81542	-0.907708
1477010462544716	8.77129	-13.0433	-2.4046	0.482324	-1.30086	radar	1.24705	8.66865	-13.0114	8.7	-13.05	-2.73134	-1.82089
1477010462599634	8.61792	-13.1194	-2.50968	0.405388	-1.29827	lidar	0.335529	8.55319	-13.1445	8.55	-13.15	-2.73135	-1.82089
1477010462649687	8.41348	-13.1197	-2.75518	0.173412	-1.68006	radar	9.12886	8.27267	-12.996	8.4	-13.15	-2.99683	0
1477010462699741	8.27084	-13.142	-2.77571	0.0900218	-1.67734	lidar	0.0120382	8.25965	-13.1488	8.25	-13.15	-2.9968	0
1477010462754745	8.19418	-13.1688	-2.37389	0.0935612	-1.43119	radar	5.62077	8.04571	-13.0646	8.1	-13.2	-2.72707	-0.909028
1477010462809750	8.02485	-13.2029	-2.49231	0.0311313	-1.39709	lidar	0.470967	7.95841	-13.2508	7.95	-13.25	-2.72705	-0.90902
1477010462864705	7.88948	-13.214	-2.48927	-0.0335492	-1.37567	radar	0.389009	7.86599	-13.4154	7.8	-13.25	-2.7295	0
1477010462919660	7.70826	-13.2272	-2.61185	-0.0890444	-1.33699	lidar	0.519465	7.62489	-13.249	7.65	-13.25	-2.7295	0
1477010462969661	7.58858	-13.2271	-2.52393	-0.128738	-1.27065	radar	0.46746	7.50783	-13.2944	7.5	-13.25	-2.99994	0
1477010463019662	7.42152	-13.2283	-2.63417	-0.168202	-1.22873	lidar	0.4673	7.3419	-13.2474	7.35	-13.25	-2.99994	0
1477010463074668	7.25933	-13.1819	-2.7962	-0.26863	-1.31325	radar	0.965819	7.19781	-13.1973	7.2	-13.2	-2.72698	0.908995
1477010463129675	7.08936	-13.1488	-2.85362	-0.324737	-1.28722	lidar	0.125838	7.04935	-13.1606	7.05	-13.15	-2.72695	0.908987
1477010463184664	6.95246	-13.1114	-2.70247	-0.366916	-1.21132	radar	1.09307	6.79473	-13.0433	6.85	-13.15	-3.63709	0
1477010463239653	6.74828	-13.0957	-2.84907	-0.375214	-1.12229	lidar	1.01423	6.65123	-13.1604	6.65	-13.15	-3.63709	0
1477010463289643	6.60939	-13.0444	-2.90042	-0.429618	-1.12883	radar	0.305891	6.54114	-13.2079	6.5	-13.1	-3.0006	1.00018
1477010463339633	6.43026	-13.0071	-3.00143	-0.444519	-1.06576	lidar	0.517408	6.35317	-13.0396	6.35	-13.05	-3.0006	1.00019
1477010463394660	6.32249	-13.0337	-2.33961	-0.373711	-0.751234	radar	15.1266	6.27012	-13.1139	6.25	-13.05	-1.81729	0
