time_stamp	px_state	py_state	v_state	yaw_angle_state	yaw_rate_state	sensor_type	NIS	px_measured	py_measured	px_ground_truth	py_ground_truth	vx_ground_truth	vy_ground_truth
1477010444900000	10.3777	1.50621	5.1427	0.344394	0.407227	lidar	1.01335	10.2492	1.45907	10.3598	1.4321	4.95106	1.2701
1477010444950000	10.603	1.61106	4.96036	0.385395	0.458265	radar	2.25133	10.9084	1.70343	10.6069	1.49721	4.93014	1.33298
1477010445000000	10.8249	1.60253	4.87136	0.339625	0.335063	lidar	2.10527	10.7313	1.45265	10.853	1.56549	4.90794	1.39701
1477010445050000	11.0966	1.65402	5.06043	0.322311	0.263271	radar	3.00092	11.4783	1.42876	11.0979	1.637	4.8844	1.46213
1477010445100000	11.383	1.67237	5.09217	0.284686	0.171152	lidar	2.59718	11.587	1.61462	11.3416	1.71179	4.85948	1.52832
1477010445150000	11.6133	1.7241	5.00243	0.282393	0.153621	radar	0.671087	11.4763	1.53917	11.584	1.78992	4.83313	1.59551
1477010445200000	11.8417	1.77669	4.97209	0.279548	0.134442	lidar	0.271024	11.7788	1.74591	11.8251	1.87144	4.80531	1.66366
1477010445250000	12.1001	1.87665	5.16919	0.300788	0.154484	radar	1.42492	12.136	2.14937	12.0647	1.95639	4.77598	1.73273
1477010445300000	12.3497	1.87956	5.12599	0.257039	0.0615836	lidar	0.754771	12.3226	1.78353	12.3029	2.04482	4.74508	1.80265
1477010445350000	12.6091	1.93275	5.2345	0.247875	0.035623	radar	0.57962	12.5457	1.77728	12.5394	2.13677	4.71257	1.87338
1477010445400000	12.8067	2.09077	5.1975	0.321819	0.164517	lidar	3.22831	12.5924	2.17509	12.7743	2.23227	4.67842	1.94485
1477010445450000	13.0759	2.21076	5.39022	0.346722	0.186074	radar	2.44196	13.2198	2.6644	13.0075	2.33137	4.64258	2.01701
1477010445500000	13.2805	2.3637	5.35295	0.404112	0.271875	lidar	2.25862	13.0875	2.40708	13.2388	2.43409	4.605	2.08981
1477010445550000	13.4452	2.54451	5.05235	0.49398	0.432604	radar	10.1309	12.7087	3.12439	13.4682	2.54047	4.56565	2.16317
1477010445600000	13.6973	2.63733	5.07909	0.490298	0.387239	lidar	1.07687	13.836	2.62479	13.6955	2.65053	4.52448	2.23703
1477010445650000	13.9153	2.75791	5.07316	0.50987	0.38755	radar	0.0890539	13.8302	2.73893	13.9208	2.7643	4.48147	2.31134
1477010445700000	14.1439	2.90473	5.11153	0.540381	0.406771	lidar	0.323518	14.2106	2.94205	14.1439	2.88179	4.43656	2.38601
1477010445750000	14.3984	3.01749	5.30404	0.526268	0.32282	radar	1.52869	14.5568	2.87021	14.3646	3.00303	4.38974	2.46099
1477010445800000	14.6122	3.05414	5.16513	0.484854	0.222203	lidar	2.69319	14.4616	2.90734	14.583	3.12802	4.34097	2.5362
1477010445850000	14.8412	3.22837	5.3149	0.524064	0.26379	radar	3.18867	14.6754	3.96041	14.7989	3.25679	4.29021	2.61157
1477010445900000	15.0511	3.43027	5.36746	0.58332	0.345438	lidar	0.537029	15.0261	3.5067	15.0122	3.38932	4.23744	2.68703
1477010445950000	15.2543	3.62021	5.28244	0.639622	0.433404	radar	2.31828	15.3685	4.14761	15.2228	3.52563	4.18263	2.76249
1477010446000000	15.4703	3.79728	5.31612	0.669627	0.447862	lidar	0.213799	15.5236	3.82936	15.4306	3.66572	4.12575	2.83789
1477010446050000	15.6811	3.93209	5.27904	0.671536	0.411497	radar	1.28586	15.7234	3.4105	15.6355	3.80957	4.06678	2.91315
1477010446100000	15.9093	4.04808	5.23877	0.656573	0.349875	lidar	0.484744	15.9774	4.00094	15.8375	3.95719	4.00571	2.98817
1477010446150000	16.1019	4.21118	5.09949	0.689508	0.39895	radar	1.3246	16.3376	4.21632	16.0363	4.10854	3.94251	3.0629
1477010446200000	16.2966	4.4028	5.14285	0.724711	0.42559	lidar	0.18604	16.3313	4.44499	16.2319	4.26363	3.87716	3.13723
1477010446250000	16.5092	4.56679	5.21329	0.728473	0.383622	radar	0.809908	16.7586	4.48231	16.4242	4.42242	3.80966	3.21109
1477010446300000	16.6882	4.72025	5.16252	0.739726	0.369691	lidar	0.504775	16.6039	4.67344	16.613	4.5849	3.74	3.28438
1477010446350000	16.8362	4.9115	4.92048	0.802625	0.493198	radar	2.73241	16.9236	5.10119	16.7983	4.75103	3.66817	3.35704
1477010446400000	16.9915	5.14267	4.99333	0.859524	0.549073	lidar	0.365318	16.9955	5.21099	16.9799	4.92077	3.59416	3.42897
1477010446450000	17.1666	5.30014	4.97735	0.860058	0.495411	radar	1.70455	17.3421	4.64623	17.1579	5.09409	3.51797	3.50008
1477010446500000	17.3232	5.47048	4.93878	0.875344	0.479289	lidar	0.139625	17.2894	5.43542	17.3319	5.27094	3.4396	3.57028
1477010446550000	17.4847	5.62232	4.8608	0.878321	0.446178	radar	2.82617	17.6463	4.74597	17.5019	5.45128	3.35907	3.63949
1477010446600000	17.6818	5.71999	4.73769	0.838378	0.340891	lidar	1.47183	17.7853	5.62476	17.6679	5.63506	3.27637	3.70762
1477010446650000	17.83	5.90265	4.67577	0.867997	0.376596	radar	0.489948	17.9216	6.07151	17.8297	5.82221	3.19151	3.77458
1477010446700000	17.999	6.10487	4.73955	0.890231	0.38319	lidar	1.09168	18.1263	6.16985	17.9872	6.01269	3.10453	3.84027
1477010446750000	18.1529	6.30921	4.82178	0.911129	0.376757	radar	0.97024	18.1245	6.79027	18.1402	6.20641	3.01542	3.90462
1477010446800000	18.266	6.57464	4.93031	0.979569	0.461445	lidar	0.797957	18.2164	6.66138	18.2888	6.40332	2.92421	3.96753
1477010446850000	18.3985	6.79015	4.94023	1.0094	0.475711	radar	0.226581	18.4022	7.02231	18.4328	6.60333	2.83093	4.0289
1477010446900000	18.5533	6.9011	4.76418	0.975714	0.379955	lidar	1.49719	18.5422	6.76013	18.572	6.80638	2.7356	4.08867
1477010446950000	18.7079	7.10397	4.87929	0.974802	0.322518	radar	0.744551	18.8089	7.24388	18.7064	7.01237	2.63825	4.14672
1477010447000000	18.9165	7.22573	4.77793	0.922376	0.208804	lidar	3.28941	19.1441	7.18344	18.8359	7.22122	2.53893	4.20299
1477010447050000	19.0073	7.40956	4.56082	0.969665	0.307814	radar	3.75666	18.5479	7.4012	18.9604	7.43283	2.43767	4.25737
1477010447100000	19.0804	7.71983	4.75521	1.06448	0.442948	lidar	2.14621	19.0138	7.8688	19.0798	7.64712	2.3345	4.3098
1477010447150000	19.2077	7.9172	4.78582	1.06712	0.394937	radar	0.321702	19.3089	7.67375	19.1939	7.86397	2.22949	4.36017
1477010447200000	19.2804	8.1476	4.79873	1.11305	0.437289	lidar	1.23767	19.132	8.12845	19.3028	8.08329	2.12266	4.40842
1477010447250000	19.3833	8.3532	4.83978	1.11876	0.386044	radar	2.13007	19.0239	8.17194	19.4062	8.30497	2.01409	4.45445
1477010447300000	19.4845	8.48297	4.64699	1.10288	0.327836	lidar	2.90739	19.347	8.30741	19.5042	8.5289	1.90381	4.49819
1477010447350000	19.5803	8.67952	4.57635	1.12433	0.349844	radar	0.417639	19.6843	8.35902	19.5966	8.75494	1.7919	4.53956
1477010447400000	19.7459	8.85226	4.5434	1.09592	0.275897	lidar	3.76482	20.0039	8.8906	19.6835	8.983	1.67841	4.57848
1477010447450000	19.8227	9.06453	4.46786	1.13796	0.3486	radar	1.01416	19.6061	9.48659	19.7645	9.21294	1.56341	4.61488
1477010447500000	19.9451	9.31425	4.58579	1.15855	0.356041	lidar	3.54025	20.1574	9.45949	19.8398	9.44463	1.44697	4.64869
1477010447550000	19.9906	9.53149	4.46764	1.22086	0.470575	radar	1.98314	19.6163	9.76606	19.9093	9.67795	1.32916	4.67984
1477010447600000	20.0653	9.79422	4.58395	1.26322	0.502491	lidar	1.23389	20.1573	9.90876	19.9728	9.91275	1.21005	4.70826
1477010447650000	20.1268	10.0524	4.74751	1.28717	0.465319	radar	7.63736	19.1911	11.5493	20.0303	10.1489	1.08972	4.73389
1477010447700000	20.1625	10.353	4.90531	1.34809	0.525493	lidar	0.964353	20.166	10.4687	20.0818	10.3863	0.968259	4.75666
1477010447750000	20.1715	10.6005	4.86103	1.41324	0.618897	radar	2.15074	19.6775	10.803	20.1271	10.6247	0.845742	4.77652
1477010447800000	20.2233	10.8829	4.96397	1.44673	0.622601	lidar	2.06044	20.371	11.0109	20.1663	10.864	0.722256	4.7934
1477010447850000	20.2481	11.1564	5.08148	1.46873	0.571076	radar	4.86626	19.4335	12.3402	20.1993	11.1041	0.597892	4.80727
1477010447900000	20.2875	11.3819	5.01466	1.48268	0.549681	lidar	0.150594	20.3164	11.3483	20.2261	11.3449	0.472738	4.81807
1477010447950000	20.2221	11.6436	4.94073	1.58915	0.753133	radar	8.28788	19.2063	12.2418	20.2466	11.5861	0.346889	4.82575
1477010448000000	20.3019	11.8601	4.84653	1.57826	0.680549	lidar	5.76939	20.6141	11.9422	20.2608	11.8275	0.220439	4.83027
1477010448050000	20.3343	12.0956	4.93724	1.54673	0.472001	radar	4.68547	19.966	11.9688	20.2687	12.0692	0.093487	4.83159
1477010448100000	20.3159	12.3965	5.07978	1.58779	0.497728	lidar	0.683593	20.3263	12.4966	20.2701	12.3108	-0.0338694	4.82968
1477010448150000	20.2602	12.6379	4.98181	1.66492	0.651627	radar	2.50265	20.0192	12.4823	20.2652	12.5522	-0.161529	4.82451
1477010448200000	20.2961	12.8554	4.88049	1.66396	0.60142	lidar	2.39892	20.498	12.8924	20.254	12.7933	-0.28939	4.81605
1477010448250000	20.2901	13.0797	4.83146	1.67981	0.573579	radar	2.19375	20.9151	12.2555	20.2363	13.0339	-0.417348	4.80428
1477010448300000	20.2617	13.2766	4.7251	1.70399	0.566313	lidar	0.914994	20.1943	13.1688	20.2122	13.2738	-0.545298	4.78918
1477010448350000	20.226	13.5101	4.75688	1.71948	0.514673	radar	1.34319	19.858	13.5236	20.1818	13.5129	-0.673135	4.77072
1477010448400000	20.2038	13.7758	4.82513	1.73922	0.50627	lidar	1.47245	20.3245	13.8896	20.1449	13.7509	-0.800753	4.74892
1477010448450000	20.1505	13.9977	4.76999	1.77947	0.555466	radar	0.777699	20.3387	13.5307	20.1017	13.9878	-0.928043	4.72374
1477010448500000	20.0904	14.2617	4.8536	1.81169	0.562762	lidar	0.392992	20.1216	14.337	20.0521	14.2233	-1.0549	4.69521
1477010448550000	20.0188	14.4908	4.85608	1.84042	0.553276	radar	1.32261	19.6717	14.4038	19.9962	14.4573	-1.18121	4.66331
1477010448600000	19.9011	14.7598	4.98607	1.89115	0.587316	lidar	0.934267	19.781	14.773	19.934	14.6897	-1.30687	4.62805
1477010448650000	19.8389	14.9732	4.93897	1.89365	0.502743	radar	3.34573	20.1149	14.0165	19.8655	14.9202	-1.43177	4.58944
1477010448700000	19.8252	15.1739	4.7973	1.88958	0.461908	lidar	2.29142	20.0208	15.2053	19.7908	15.1486	-1.55581	4.54751
1477010448750000	19.696	15.3727	4.66204	2.00231	0.759717	radar	7.04397	20.0157	15.3443	19.7099	15.3749	-1.67887	4.50226
1477010448800000	19.6819	15.5344	4.45356	2.00394	0.706861	lidar	3.2532	19.9131	15.554	19.6229	15.5989	-1.80085	4.45372
1477010448850000	19.6051	15.7237	4.41931	2.01562	0.633588	radar	1.42276	19.9388	15.0864	19.5298	15.8203	-1.92164	4.40193
1477010448900000	19.4875	15.9519	4.51385	2.05273	0.640886	lidar	0.246121	19.4748	16.0098	19.4307	16.039	-2.04114	4.3469
1477010448950000	19.3962	16.1531	4.52562	2.04809	0.515776	radar	1.93627	19.1556	16.0022	19.3257	16.2549	-2.15925	4.28868
1477010449000000	19.2855	16.3343	4.48847	2.07797	0.521928	lidar	0.331708	19.238	16.2719	19.2148	16.4679	-2.27586	4.22731
1477010449050000	19.175	16.522	4.46734	2.10921	0.541082	radar	0.214167	19.4007	16.2962	19.0981	16.6777	-2.39087	4.16284
1477010449100000	19.0276	16.7561	4.60903	2.14224	0.549174	lidar	0.526433	19.0029	16.8387	18.9757	16.8841	-2.50418	4.0953
1477010449150000	18.8666	16.9493	4.63445	2.2311	0.755372	radar	6.04452	18.8373	17.7112	18.8477	17.0872	-2.61571	4.02476
1477010449200000	18.661	17.2157	4.91295	2.27708	0.765058	lidar	2.10913	18.6148	17.3832	18.7142	17.2866	-2.72534	3.95127
1477010449250000	18.574	17.4156	4.80847	2.21249	0.442614	radar	6.26003	18.8177	17.0316	18.5752	17.4822	-2.83299	3.87489
1477010449300000	18.3452	17.6296	4.98593	2.25937	0.471235	lidar	3.69868	18.1023	17.5529	18.4309	17.674	-2.93858	3.79568
1477010449350000	18.2021	17.8262	4.97964	2.25072	0.361567	radar	1.29273	18.2749	17.4877	18.2814	17.8617	-3.042	3.71372
1477010449400000	18.0867	18.0063	4.88544	2.25687	0.346973	lidar	0.951437	18.2094	18.0461	18.1268	18.0453	-3.14318	3.62906
1477010449450000	17.9121	18.151	4.80817	2.32414	0.507318	radar	3.0114	18.3021	17.498	17.9671	18.2246	-3.24204	3.5418
1477010449500000	17.803	18.2758	4.6117	2.34131	0.495718	lidar	0.95552	17.9018	18.2183	17.8026	18.3994	-3.3385	3.45199
1477010449550000	17.6788	18.447	4.55889	2.34696	0.458169	radar	6.2704	18.8558	18.1364	17.6334	18.5697	-3.43247	3.35973
1477010449600000	17.4672	18.6499	4.73179	2.37533	0.46508	lidar	0.719394	17.3845	18.7039	17.4595	18.7353	-3.5239	3.26509
1477010449650000	17.2905	18.7838	4.68672	2.42424	0.544996	radar	1.95284	17.7945	18.0801	17.281	18.8962	-3.61271	3.16817
1477010449700000	17.1368	18.9144	4.60087	2.44958	0.542954	lidar	0.173586	17.1762	18.8863	17.0983	19.0521	-3.69883	3.06904
1477010449750000	16.9707	19.0843	4.62123	2.4585	0.500006	radar	2.95608	16.9398	19.7311	16.9113	19.203	-3.78221	2.9678
1477010449800000	16.7462	19.2068	4.6671	2.50271	0.526095	lidar	2.87161	16.5734	19.052	16.7201	19.3488	-3.86278	2.86455
1477010449850000	16.5514	19.3637	4.72085	2.53139	0.548173	radar	3.26188	16.1674	20.2201	16.5251	19.4894	-3.9405	2.75938
1477010449900000	16.3051	19.5423	4.90422	2.55704	0.542152	lidar	0.789894	16.2338	19.6171	16.3262	19.6246	-4.01531	2.65237
1477010449950000	16.0854	19.6208	4.84978	2.61963	0.627329	radar	10.0101	16.4366	18.2742	16.1237	19.7545	-4.08716	2.54364
1477010450000000	15.8737	19.7663	4.89483	2.64129	0.613387	lidar	0.723568	15.9243	19.8703	15.9176	19.8789	-4.15602	2.43329
1477010450050000	15.6918	19.8895	4.7905	2.62604	0.456131	radar	3.33239	16.2328	19.2166	15.7082	19.9978	-4.22185	2.32141
1477010450100000	15.4463	20.0564	4.94762	2.63734	0.436442	lidar	1.03638	15.4332	20.1836	15.4956	20.111	-4.28461	2.2081
1477010450150000	15.2194	20.2082	5.02057	2.64602	0.411838	radar	5.32018	14.3677	21.3406	15.2799	20.2185	-4.34427	2.09347
1477010450200000	15.0487	20.3302	4.91666	2.65538	0.398725	lidar	1.93126	15.2016	20.4385	15.0613	20.3203	-4.4008	1.97763
1477010450250000	14.8163	20.4101	4.91344	2.70575	0.48291	radar	2.40154	14.7476	19.9571	14.84	20.4162	-4.4542	1.86068
1477010450300000	14.6052	20.5267	4.90718	2.72199	0.472444	lidar	0.557295	14.6665	20.6088	14.6161	20.5063	-4.50443	1.74272
1477010450350000	14.3604	20.6178	4.96706	2.76851	0.550894	radar	1.17939	13.841	21.0031	14.3897	20.5904	-4.55149	1.62386
1477010450400000	14.1161	20.6867	4.97062	2.80499	0.562931	lidar	0.689419	14.0521	20.5924	14.1611	20.6686	-4.59537	1.50421
1477010450450000	13.8752	20.7614	4.99328	2.84392	0.600933	radar	0.148606	13.8232	20.859	13.9304	20.7408	-4.63606	1.38386
1477010450500000	13.5924	20.8248	5.08691	2.88161	0.608714	lidar	1.38766	13.4686	20.7253	13.6977	20.807	-4.67357	1.26294
1477010450550000	13.3438	20.8571	5.09876	2.94446	0.709906	radar	1.48437	13.8263	20.4261	13.4632	20.8671	-4.70789	1.14153
1477010450600000	13.1061	20.8843	5.0488	2.98672	0.721056	lidar	0.179949	13.1072	20.8294	13.2271	20.9211	-4.73904	1.01975
1477010450650000	12.879	20.9451	4.97883	2.99565	0.643494	radar	2.23478	13.2669	21.1579	12.9895	20.969	-4.76702	0.897694
1477010450700000	12.7048	20.9702	4.79886	3.02916	0.654246	lidar	2.11751	12.8729	21.0592	12.7506	21.0108	-4.79186	0.775469
1477010450750000	12.4493	21.0151	4.84866	3.04851	0.621877	radar	2.62865	11.5171	21.6724	12.5106	21.0465	-4.81358	0.653175
1477010450800000	12.1991	21.0519	4.88419	3.07151	0.60848	lidar	0.194641	12.2062	21.11	12.2695	21.0761	-4.83219	0.530912
1477010450850000	11.967	21.0698	4.86454	3.10187	0.613909	radar	0.901049	12.3859	21.1066	12.0276	21.0996	-4.84773	0.408778
1477010450900000	11.7323	21.0332	4.81516	3.15293	0.645322	lidar	1.67499	11.6814	20.8651	11.785	21.117	-4.86022	0.286869
1477010450950000	11.4924	21.0176	4.79281	3.18538	0.634244	radar	1.03333	11.5265	20.6748	11.5418	21.1283	-4.86971	0.165281
1477010451000000	11.285	21.0067	4.71704	3.2182	0.639406	lidar	0.55816	11.363	21.0688	11.2982	21.1335	-4.87623	0.0441057
1477010451050000	11.0352	20.9664	4.73661	3.25563	0.639611	radar	4.07946	10.5558	20.5567	11.0544	21.1327	-4.87982	-0.076565
1477010451100000	10.8337	20.9248	4.65164	3.29711	0.6578	lidar	0.224071	10.8903	20.927	10.8105	21.1259	-4.88053	-0.196643
1477010451150000	10.5852	20.9267	4.5894	3.27964	0.509438	radar	5.55552	9.30535	21.3896	10.5666	21.1131	-4.8784	-0.31604
1477010451200000	10.2641	20.9805	4.8415	3.2464	0.408608	lidar	3.77425	10.189	21.209	10.3229	21.0943	-4.87349	-0.434674
1477010451250000	10.0255	20.9589	4.86149	3.27117	0.432226	radar	1.04779	9.97958	21.2932	10.0795	21.0697	-4.86585	-0.552463
1477010451300000	9.85627	20.9156	4.68405	3.3088	0.461533	lidar	1.46813	9.99634	20.9797	9.83658	21.0391	-4.85554	-0.669327
1477010451350000	9.62389	20.9058	4.61687	3.29637	0.359582	radar	1.06716	9.38223	21.111	9.59422	21.0028	-4.84262	-0.785189
1477010451400000	9.44821	20.8561	4.48772	3.32964	0.386244	lidar	0.583417	9.53921	20.8762	9.35258	20.9607	-4.82714	-0.899977
1477010451450000	9.23831	20.8059	4.52074	3.36834	0.45129	radar	1.68322	9.63392	20.9724	9.11177	20.9128	-4.80919	-1.01362
1477010451500000	8.8949	20.7986	4.8286	3.3443	0.372059	lidar	2.75974	8.70331	20.8221	8.87192	20.8594	-4.78881	-1.12605
1477010451550000	8.69186	20.7111	4.78702	3.40017	0.459104	radar	4.68776	9.84634	20.009	8.63315	20.8003	-4.76608	-1.2372
1477010451600000	8.38668	20.6371	4.97265	3.41278	0.43763	lidar	2.85796	8.22277	20.4839	8.39557	20.7358	-4.74108	-1.34701
1477010451650000	8.15223	20.5574	4.99311	3.44829	0.476424	radar	0.159756	8.29647	20.4978	8.1593	20.6657	-4.71387	-1.45542
1477010451700000	7.9069	20.4768	5.01442	3.4717	0.474947	lidar	0.0634211	7.88599	20.45	7.92445	20.5903	-4.68453	-1.56237
1477010451750000	7.68952	20.3904	5.03464	3.51581	0.543972	radar	3.37745	8.29081	20.6565	7.69111	20.5096	-4.65313	-1.66781
1477010451800000	7.34007	20.3399	5.30816	3.49314	0.459384	lidar	2.185	7.18029	20.392	7.45939	20.4237	-4.61975	-1.7717
1477010451850000	7.09066	20.2498	5.28343	3.50729	0.428569	radar	0.256239	7.09214	20.1196	7.22939	20.3326	-4.58448	-1.87399
1477010451900000	6.83065	20.1626	5.31658	3.52095	0.416028	lidar	0.0537001	6.81542	20.1859	7.00119	20.2364	-4.54738	-1.97462
1477010451950000	6.59363	20.0749	5.26797	3.53287	0.389183	radar	0.577827	6.89359	20.1536	6.7749	20.1352	-4.50854	-2.07357
1477010452000000	6.36307	19.9777	5.23861	3.55357	0.392122	lidar	0.10843	6.38914	20.0137	6.55059	20.0292	-4.46805	-2.17079
1477010452050000	6.1427	19.885	5.20176	3.57508	0.403804	radar	3.05586	6.67637	20.2142	6.32834	19.9183	-4.42598	-2.26625
1477010452100000	5.8847	19.7887	5.25181	3.5826	0.383253	lidar	0.15357	5.86119	19.8306	6.10823	19.8027	-4.38241	-2.35993
1477010452150000	5.64019	19.6442	5.36573	3.62979	0.469466	radar	1.57265	5.28178	19.5036	5.89034	19.6824	-4.33744	-2.45178
1477010452200000	5.51683	19.5061	5.10692	3.69153	0.536546	lidar	2.39375	5.69089	19.5755	5.67472	19.5577	-4.29114	-2.5418
1477010452250000	5.32389	19.3556	5.06119	3.7319	0.559152	radar	1.80423	5.9506	18.9859	5.46145	19.4284	-4.24359	-2.62995
1477010452300000	5.12197	19.2505	5.02416	3.74688	0.540876	lidar	2.02317	5.17021	19.4397	5.25059	19.2948	-4.19488	-2.71622
1477010452350000	4.95255	19.1369	4.82895	3.75977	0.486875	radar	4.68061	5.87397	19.301	5.04219	19.157	-4.1451	-2.80059
1477010452400000	4.81375	18.9841	4.71606	3.81054	0.534616	lidar	0.463816	4.89149	18.982	4.8363	19.015	-4.09432	-2.88305
1477010452450000	4.60534	18.8326	4.84132	3.83679	0.552121	radar	1.61894	3.98679	19.0452	4.63297	18.8689	-4.04263	-2.96359
1477010452500000	4.43065	18.7014	4.80171	3.85804	0.543791	lidar	1.00846	4.4685	18.834	4.43224	18.7188	-3.99012	-3.0422
1477010452550000	4.26854	18.5573	4.6624	3.87483	0.501137	radar	1.09772	4.69245	18.4634	4.23416	18.5648	-3.93685	-3.11888
1477010452600000	4.16136	18.4041	4.53223	3.92829	0.553749	lidar	1.01978	4.26269	18.481	4.03876	18.4071	-3.88293	-3.19362
1477010452650000	3.97463	18.2288	4.83431	3.97083	0.631574	radar	6.79479	3.42434	18.8357	3.84606	18.2457	-3.82841	-3.26644
